Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
10000,36 Months,4,RENT,30000,Other,PA,5.4,None,37619.12153,750,0,0,7,None,5270,24.3,16,170,None,Creditworthy
20000,36 Months,1,RENT,168000,Wedding,CA,5.39,None,34672.51458,710,0,0,6,One,20894,51.5,9,390,None,Creditworthy
9000,36 Months,0.5,RENT,26000,Debt Consolidation,VA,17.12,None,33262.04375,690,0,0,7,None,14152,71.7,8,157,None,Uncreditworthy
24250,36 Months,4,RENT,68375,Educationalal,PA,21.13,None,35962.31597,715,2,30,12,None,32628,61.8,35,692,None,Creditworthy
20000,36 Months,1,RENT,60000,Debt Consolidation,MD,17.52,None,36322.19236,725,0,0,12,None,21070,32.4,25,808,None,Creditworthy
16000,36 Months,10,MORTGAGE,79000,Debt Consolidation,MI,24.67,None,35844.36528,710,0,0,10,None,46373,76.8,25,136,None,Creditworthy
10000,36 Months,7,OWN,35000,Debt Consolidation,MI,11.59,None,36532.32708,715,1,80,9,None,778,43.2,16,521,None,Creditworthy
4000,36 Months,10,OWN,52000,Car,CT,10.11,None,37497.44861,700,0,38,10,None,1373,17,17,0,None,Creditworthy
14000,36 Months,0.5,RENT,37000,Credit Card,MA,20.04,None,36352.45,735,0,0,10,None,15460,60.6,31,1000,None,Creditworthy
15000,36 Months,9,MORTGAGE,136240,Debt Consolidation,OK,8.75,None,30983.36736,780,1,0,9,None,16224,38.3,28,209,None,Creditworthy
13000,36 Months,3,MORTGAGE,70400,Debt Consolidation,IL,19.72,None,36113.5,760,3,0,14,None,9368,30.2,29,826,None,Creditworthy
16000,36 Months,8,MORTGAGE,95000,Debt Consolidation,LA,15.92,None,37314.17014,670,0,70,10,None,17830,78.9,20,236,None,Creditworthy
10000,36 Months,10,MORTGAGE,78000,Debt Consolidation,TX,16.15,None,37823.07431,695,3,39,14,None,3466,25.1,23,256,None,Creditworthy
12800,36 Months,2,RENT,52000,Debt Consolidation,VA,11.15,None,34673.52292,670,2,0,26,None,8340,24.2,36,0,None,Creditworthy
4200,36 Months,7,OWN,40000,Debt Consolidation,PA,19.83,None,30000,775,0,0,20,None,12308,22.8,36,391,None,Creditworthy
4200,36 Months,7,MORTGAGE,63000,Major Purchase,AR,8.57,None,34463.13264,750,3,35,13,None,2483,27.6,32,1000,None,Creditworthy
4000,36 Months,10,RENT,45000,Other,IL,1.79,None,38994.44861,680,0,0,4,None,1298,81.1,4,1,None,Creditworthy
12000,36 Months,6,MORTGAGE,43000,Credit Card,WI,13.87,None,36323.40417,750,1,0,13,None,18183,33.2,32,350,None,Creditworthy
16000,36 Months,10,MORTGAGE,78500,Small Business,CA,14.97,None,31373.39306,780,0,0,8,None,13925,15.7,27,933,None,Creditworthy
8000,36 Months,8,RENT,108000,Other,CA,1.44,None,36714.50069,755,2,0,4,None,4165,61.2,14,1000,None,Creditworthy
12000,36 Months,5,RENT,130000,Debt Consolidation,NY,3.8,None,35229.26667,685,0,27,7,None,9764,93.9,14,838,None,Creditworthy
1200,36 Months,4,OWN,26000,Home Improvement,AL,10.71,None,37014.40139,685,1,0,8,None,8797,41.9,17,0,None,Creditworthy
5000,36 Months,5,RENT,22000,Other,CA,10.36,None,38394.40139,660,1,0,4,None,2176,53.1,5,515,None,Creditworthy
20500,36 Months,2,MORTGAGE,101138,Credit Card,MN,18.91,None,35214.44306,700,2,0,14,None,19427,51.1,20,900,None,Creditworthy
10000,36 Months,9,MORTGAGE,150000,Debt Consolidation,FL,12.49,None,33654.12014,735,0,0,13,None,39636,99,57,304,None,Creditworthy
5000,36 Months,3,MORTGAGE,70200,Medical,CO,6.31,None,35964.44722,745,1,0,15,None,5413,20,38,260,None,Creditworthy
12000,36 Months,8,MORTGAGE,133000,Debt Consolidation,VA,12.48,None,33594.49028,690,3,0,12,None,18159,96.6,30,0,None,Uncreditworthy
5800,36 Months,2,MORTGAGE,40000,Other,GA,14.58,None,36984.09028,680,0,0,8,None,4112,45.2,13,0,None,Uncreditworthy
6400,36 Months,2,RENT,72000,Wedding,IL,15.45,None,37614.06458,660,2,31,14,None,9317,61.7,31,197,None,Creditworthy
14400,36 Months,10,RENT,100000,Credit Card,OR,12.7,None,37704.09028,685,0,0,5,None,36174,78,9,211,None,Creditworthy
2000,36 Months,5,RENT,43680,Debt Consolidation,MA,15.27,None,36504.12778,665,0,0,10,One,5472,97.7,12,193,None,Creditworthy
7500,36 Months,3,MORTGAGE,61000,Small Business,SC,3.52,None,37164.19514,750,3,0,6,None,639,2.7,8,246,None,Creditworthy
5000,36 Months,10,MORTGAGE,80000,Debt Consolidation,NJ,6.57,None,34224.19792,750,3,41,12,None,8754,17.3,28,131,None,Creditworthy
3500,36 Months,3,MORTGAGE,52000,Educationalal,MN,14.54,None,36834.17222,775,2,0,11,None,1498,2.7,34,427,None,Creditworthy
3500,36 Months,10,MORTGAGE,74900,Other,PA,14.18,None,33054.23333,780,2,0,12,None,5256,15.6,36,137,None,Creditworthy
10000,36 Months,3,RENT,24500,Debt Consolidation,FL,14.99,None,36684.24514,720,0,0,6,None,8696,54.3,17,0,None,Creditworthy
10000,36 Months,4,OWN,100000,Credit Card,NJ,9.55,None,37224.23194,725,0,0,10,None,18096,68.3,24,444,None,Creditworthy
1200,36 Months,5,OWN,60000,Other,PA,3.08,None,39054.32708,705,3,0,3,None,2823,65.7,8,389,None,Uncreditworthy
8000,36 Months,3,OWN,51456,Other,PA,15,None,37675.21944,710,2,36,9,None,5553,32.1,16,821,None,Creditworthy
15000,36 Months,5,MORTGAGE,91000,Small Business,TX,9.61,None,34525.32778,790,0,0,10,None,4176,8.8,41,158,None,Creditworthy
8500,36 Months,10,MORTGAGE,74880,Debt Consolidation,CO,19.7,None,34945.35625,775,0,0,14,None,9411,20.3,20,1,None,Creditworthy
21000,36 Months,0,OWN,50000,Credit Card,IL,15.18,None,30000,735,0,0,14,None,31725,32.8,31,0,None,Creditworthy
7000,36 Months,1,RENT,64800,Debt Consolidation,CA,23.96,None,30000,695,0,0,12,None,14441,87,22,683,None,Creditworthy
25000,36 Months,9,MORTGAGE,68340,Debt Consolidation,OR,12.13,None,34825.50486,735,0,0,7,None,19596,43.8,26,1000,None,Creditworthy
15000,36 Months,0.5,MORTGAGE,43680,Debt Consolidation,IL,17.34,None,36071.50069,710,1,0,6,None,11332,90.7,31,1000,None,Creditworthy
14000,36 Months,2,MORTGAGE,73008,Debt Consolidation,AL,18.85,None,34106.41597,705,0,0,12,None,31992,75.5,29,137,None,Creditworthy
1750,36 Months,3,MORTGAGE,30000,Major Purchase,FL,7.76,One,35575.08194,685,0,17,9,None,1967,18.2,23,601,None,Creditworthy
1000,36 Months,10,OWN,60000,Home Improvement,NY,10.18,None,30205.11181,750,1,0,21,None,17028,11.7,63,0,None,Creditworthy
10000,36 Months,1,RENT,100000,Other,IL,5.59,None,35035.10139,760,0,0,6,None,46148,78.4,18,0,None,Creditworthy
1400,36 Months,4,RENT,30000,Credit Card,CA,9.8,None,38961.47917,695,0,0,10,None,1702,24.3,11,0,None,Creditworthy
16000,36 Months,4,MORTGAGE,69000,Debt Consolidation,MA,9.29,None,37435.16042,670,0,32,8,None,22217,78.8,27,0,None,Creditworthy
7500,36 Months,5,RENT,81000,Other,CA,7.36,None,30000,795,1,0,7,None,1386,9,19,405,None,Creditworthy
20000,36 Months,0.5,RENT,107000,Debt Consolidation,VA,16.63,None,36055.19722,685,2,0,8,None,9431,87.3,35,803,None,Creditworthy
4000,36 Months,0,RENT,27500,Credit Card,MO,5.76,None,36595.14931,705,1,47,6,None,4423,40.2,18,0,None,Uncreditworthy
20000,36 Months,3,RENT,65004,Debt Consolidation,NJ,23.46,None,36958.41944,715,3,0,7,None,13147,99.6,37,292,None,Creditworthy
8500,36 Months,2,RENT,31800,Debt Consolidation,NY,23.07,None,38736.14167,670,0,0,4,None,9640,87.6,8,482,None,Uncreditworthy
20000,36 Months,10,MORTGAGE,200000,Debt Consolidation,LA,12.58,None,30565.25556,685,2,51,12,None,38910,93.3,31,77,None,Creditworthy
1500,36 Months,5,MORTGAGE,77000,Credit Card,MN,2.38,None,36715.27083,770,0,0,8,None,3947,7.6,12,0,None,Creditworthy
10000,36 Months,2,RENT,103241,Debt Consolidation,NY,14.44,None,34496.39167,725,0,37,8,None,18111,69.1,30,657,None,Creditworthy
10000,36 Months,10,RENT,83628,Credit Card,CA,19.23,None,34315.35347,675,0,0,5,None,18533,90.4,17,273,None,Creditworthy
5000,36 Months,10,OWN,20000,Other,CA,9.6,None,31715.51944,775,0,0,5,None,9247,23.8,15,880,None,Creditworthy
4000,36 Months,3,RENT,52000,Credit Card,PA,2.47,None,37842.32708,715,0,41,12,None,3187,37.1,17,158,None,Creditworthy
6300,36 Months,5,RENT,170000,Debt Consolidation,CA,24.52,None,36746.52431,685,2,0,15,None,11011,88.1,61,390,None,Creditworthy
13000,36 Months,5,RENT,46540.92,Debt Consolidation,VA,8.87,None,37406.30903,675,1,0,6,One,13222,91.8,15,597,One,Creditworthy
14000,36 Months,2,OWN,47000,Debt Consolidation,NM,4.98,None,37286.28958,745,0,0,9,None,4482,19.4,11,1,None,Creditworthy
25000,36 Months,9,MORTGAGE,87000,Debt Consolidation,NM,10.62,None,35996.36806,710,0,0,8,None,19002,53.1,21,446,None,Creditworthy
15000,36 Months,10,MORTGAGE,72000,Small Business,MI,17.82,None,31106.32986,710,1,0,10,None,21367,77.1,34,478,None,Uncreditworthy
10000,36 Months,4,MORTGAGE,60000,Debt Consolidation,TX,17.46,None,36403.10694,730,0,0,14,None,12841,55.4,27,1,None,Creditworthy
12000,36 Months,10,MORTGAGE,105000,Debt Consolidation,NY,4.97,None,33836.45278,790,0,0,12,None,0,0,38,54,None,Creditworthy
8000,36 Months,4,OWN,30000,Other,SC,9,None,38816.46319,670,1,0,7,None,7130,55.3,11,0,None,Creditworthy
4000,36 Months,7,MORTGAGE,55680,Debt Consolidation,CA,14.78,None,36386.46667,675,1,0,13,None,14360,48.2,49,328,None,Creditworthy
5000,36 Months,10,RENT,60000,Debt Consolidation,CA,16.26,None,32306.48333,670,0,40,4,None,2276,73.4,38,222,None,Creditworthy
14000,36 Months,10,MORTGAGE,70000,Debt Consolidation,NJ,14.37,None,33956.43056,750,1,0,10,None,8976,20.8,26,659,None,Creditworthy
4800,36 Months,3,RENT,52000,Major Purchase,FL,11.28,None,37556.46458,720,1,0,7,None,16062,57.4,18,256,None,Creditworthy
5800,36 Months,0.5,RENT,75000,Car,NY,1.86,None,38996.50347,705,0,0,5,None,4372,48,5,620,None,Creditworthy
4000,36 Months,10,MORTGAGE,40000,Major Purchase,PA,18.33,None,34016.52292,795,0,0,11,None,982,1.8,43,1,None,Creditworthy
20000,36 Months,4,RENT,38000,Debt Consolidation,NY,15.98,One,37856.18681,680,1,16,12,None,1446,13.5,21,1,None,Creditworthy
6250,36 Months,8,RENT,23000,Debt Consolidation,CA,21.23,None,37466.05903,685,0,34,16,None,6867,41.6,19,0,None,Creditworthy
14400,36 Months,4,RENT,60000,0,,NA,NA,30000,NA,NA,0,NA,NA,NA,NA,NA,65,None,Creditworthy
10000,36 Months,8,RENT,30000,Other,NJ,8.6,None,37706.31806,750,0,0,9,None,6268,22,16,1000,None,Creditworthy
15000,36 Months,6,MORTGAGE,91000,Debt Consolidation,CT,15.93,None,34586.17917,760,0,0,12,None,8226,18.1,30,0,None,Creditworthy
4000,36 Months,2,MORTGAGE,200000,Major Purchase,FL,14.91,None,35070.31319,675,1,36,23,None,8847,36.9,55,344,None,Creditworthy
5000,36 Months,5,RENT,62400,Credit Card,CA,12.75,None,35066.17014,735,0,0,8,None,11757,42.6,17,259,None,Creditworthy
13750,36 Months,5,MORTGAGE,66200,Debt Consolidation,TX,17.67,None,37136.25,735,1,0,9,None,10033,21.7,24,0,None,Creditworthy
5000,36 Months,0.5,MORTGAGE,61000,Other,WA,15.76,None,34887.20486,680,1,47,8,None,8076,79.2,24,1,None,Uncreditworthy
3000,36 Months,1,RENT,60000,Credit Card,CA,15.64,None,37916.27708,700,0,0,6,None,14636,71.4,14,458,None,Creditworthy
7500,36 Months,3,RENT,62000,Debt Consolidation,TX,14.83,None,37196.25694,705,0,34,4,None,0,26.32,11,978,None,Creditworthy
10000,36 Months,10,MORTGAGE,88800,Home Improvement,FL,4.88,None,34256.29931,700,2,46,6,None,2728,37.4,14,0,None,Creditworthy
9000,36 Months,3,RENT,133000,Credit Card,MD,19.23,None,34639.27222,695,0,54,9,None,19130,97.6,29,0,None,Creditworthy
15000,36 Months,4,RENT,72000,Debt Consolidation,MO,10.75,None,33090.5,720,0,39,7,None,2561,17.3,13,114,None,Creditworthy
25000,36 Months,10,MORTGAGE,150000,Debt Consolidation,CA,7.66,None,33386.38611,785,0,0,9,None,8315,23.7,30,0,None,Creditworthy
1600,36 Months,10,MORTGAGE,41508,Debt Consolidation,WA,18.99,None,32546.37569,670,3,78,9,None,6281,62.8,19,1000,None,Creditworthy
12500,36 Months,4,RENT,36500,Credit Card,CA,18.38,None,36836.43472,730,0,0,9,None,12849,45.6,14,0,None,Creditworthy
5000,36 Months,3,RENT,40040,Other,CA,19.12,None,38577.51389,715,0,0,8,None,10625,65.6,13,1,None,Uncreditworthy
10000,36 Months,4,RENT,58608,Home Improvement,WA,0.94,None,36471.22986,790,0,0,5,None,1562,6.5,24,1000,None,Creditworthy
12000,36 Months,3,MORTGAGE,48000,Debt Consolidation,FL,13.18,None,31317.20278,700,1,0,10,One,12844,54,21,0,One,Creditworthy
14000,36 Months,9,RENT,40000,Credit Card,WI,11.31,None,34677.20347,695,0,0,8,None,12942,67.1,17,232,None,Creditworthy
17800,36 Months,6,MORTGAGE,61781,Credit Card,OH,17.15,None,30000,760,4,0,10,None,23065,51.1,31,260,None,Creditworthy
6000,36 Months,0.5,MORTGAGE,16000,Debt Consolidation,OH,7.65,None,33927.27708,750,1,0,8,None,6657,27,18,0,None,Creditworthy
20500,36 Months,4,RENT,48000,Debt Consolidation,CA,19.77,None,33957.31875,680,0,76,6,None,22370,58.9,10,0,None,Creditworthy
8500,36 Months,2,RENT,47500,Debt Consolidation,FL,11.7,None,36838.25764,735,0,0,9,None,9205,52,22,1,None,Creditworthy
16000,36 Months,1,MORTGAGE,74000,Debt Consolidation,CO,4.41,None,36387.51736,710,1,43,12,None,12585,38.8,18,606,None,Creditworthy
25000,36 Months,10,MORTGAGE,97000,Debt Consolidation,MA,18.15,One,33537.42153,705,1,22,18,None,22542,41.7,49,54,None,Creditworthy
13750,36 Months,4,OWN,26000,Major Purchase,LA,14.4,None,35910.27917,745,1,0,3,None,16738,90.3,7,1,None,Creditworthy
17000,36 Months,10,OWN,66150,Debt Consolidation,NY,22.75,None,36477.40139,705,0,0,12,None,26146,76.2,36,0,None,Creditworthy
17000,36 Months,6,RENT,54660,Debt Consolidation,NY,19.39,None,30000,760,1,0,12,None,18667,20.3,20,124,None,Creditworthy
25000,36 Months,2,MORTGAGE,200000,Small Business,OH,11.99,None,35037.42153,750,7,0,26,None,5011,5.5,41,310,None,Creditworthy
5200,36 Months,2,RENT,30000,Car,IL,22.29,None,38673.43889,660,1,0,24,None,1815,43.2,27,96,None,Creditworthy
20000,36 Months,10,MORTGAGE,130000,Home Improvement,AR,15.98,None,30000,785,5,0,12,None,4641,18.1,54,398,None,Creditworthy
14000,36 Months,9,MORTGAGE,75600,Other,CA,3.68,None,35097.50556,770,0,0,8,None,11723,32.1,48,88,None,Creditworthy
10000,36 Months,10,RENT,41300,Debt Consolidation,VA,13.8,None,36147.51181,685,0,79,9,One,14246,74.2,16,761,One,Creditworthy
5000,36 Months,4,MORTGAGE,45000,Small Business,MN,14.19,None,36477.51528,675,2,62,13,None,3379,31,34,256,None,Creditworthy
25000,36 Months,5,RENT,200000,Moving,NY,8.6,One,33057.10139,675,0,18,12,None,38436,73.2,33,0,None,Creditworthy
7500,36 Months,3,MORTGAGE,57200,Home Improvement,TX,10.85,None,36207.08056,680,0,0,6,One,4891,55,15,1000,One,Creditworthy
6400,36 Months,2,RENT,71500,Credit Card,VA,16.38,None,38097.12431,680,0,0,14,None,8220,71.5,21,366,None,Creditworthy
12000,36 Months,2,MORTGAGE,39099,Debt Consolidation,CA,3.1,None,39088.09861,665,3,0,6,None,4278,42.7,8,1,None,Creditworthy
14000,36 Months,5,RENT,103560,Debt Consolidation,CA,15.02,None,32907.14583,670,3,30,14,None,15899,16.6,68,371,None,Creditworthy
5600,36 Months,10,OWN,75000,Educationalal,NY,14.32,None,34317.14653,705,1,0,10,None,15055,88,21,942,None,Creditworthy
4200,36 Months,8,RENT,15000,Other,HI,3.44,None,34228.35486,700,0,0,2,One,654,72.7,6,222,None,Creditworthy
13000,36 Months,1,RENT,40000,Credit Card,OR,24.66,None,35037.23611,685,0,54,8,None,17325,70.1,17,808,None,Creditworthy
3250,36 Months,2,RENT,28000,Credit Card,OR,24.6,None,34677.24028,660,1,0,6,None,11683,60.2,10,496,None,Creditworthy
5000,36 Months,6,RENT,38400,Other,CA,24.5,None,35727.30556,715,0,27,8,None,14438,62.2,16,321,None,Creditworthy
15000,36 Months,10,OWN,75000,Home Improvement,GA,1.36,One,32698.32361,720,1,5,6,None,4402,9.3,16,533,None,Creditworthy
10000,36 Months,10,MORTGAGE,60000,Debt Consolidation,TX,9.8,None,34107.33056,755,1,0,4,None,2255,45.1,11,147,None,Creditworthy
4200,36 Months,10,RENT,53000,Other,WY,16.69,One,35517.27847,665,0,23,6,Three,5804,50.9,19,153,None,Creditworthy
16000,36 Months,3,MORTGAGE,78000,Debt Consolidation,CA,14.74,None,37497.47569,665,3,32,7,None,3745,89.2,18,1000,None,Creditworthy
14000,36 Months,3,RENT,44049.6,Debt Consolidation,NY,22.39,One,34467.08472,720,0,16,6,None,17256,76,26,282,None,Creditworthy
14000,36 Months,9,RENT,73000,Debt Consolidation,CA,12.13,None,35667.49931,695,0,0,7,One,5879,70.8,32,0,One,Creditworthy
7500,36 Months,2,RENT,50400,Debt Consolidation,MD,14.83,None,35788.21458,715,0,0,8,None,7396,37.9,10,678,None,Creditworthy
8000,36 Months,0.5,RENT,36000,Other,NJ,8.5,None,37136.42986,775,1,0,5,None,0,0,12,938,None,Creditworthy
20000,36 Months,6,MORTGAGE,61800,Debt Consolidation,MA,18.64,None,35938.32569,720,1,0,11,None,50000,63.4,30,350,None,Creditworthy
5100,36 Months,4,MORTGAGE,24000,Educationalal,MI,22.8,None,34708.32361,680,3,0,4,None,5327,95.1,9,947,None,Creditworthy
25000,36 Months,10,MORTGAGE,110000,Home Improvement,NH,17.62,None,30358.34444,780,2,0,14,None,10398,13.8,30,169,None,Uncreditworthy
5000,36 Months,10,MORTGAGE,52000,Medical,AZ,6.55,None,36718.46667,690,1,46,6,One,958,12.1,11,108,None,Creditworthy
6000,36 Months,10,MORTGAGE,51000,Other,CA,13.36,None,35338.04792,735,1,0,6,None,10685,89.8,23,147,None,Creditworthy
2250,36 Months,7,OWN,53000,Educationalal,CA,13.86,None,31078.48889,720,2,0,5,None,3860,91.9,7,61,None,Creditworthy
1250,36 Months,0.5,OWN,28000,Moving,FL,0.64,None,38998.04514,740,0,0,5,None,426,8.9,9,0,None,Creditworthy
15000,36 Months,10,OWN,120000,Other,SC,16.69,One,35758.51458,690,1,16,16,None,26519,61.4,38,302,None,Creditworthy
15000,36 Months,6,RENT,76000,Wedding,NY,11.92,None,34798.06597,695,0,45,10,None,14383,44.9,30,268,None,Creditworthy
4000,36 Months,2,OWN,26400,Other,NY,16.5,None,37468.07708,735,0,0,7,None,3053,13.5,7,357,None,Creditworthy
3300,36 Months,5,OWN,15600,Debt Consolidation,MA,21.46,None,32518.54097,775,0,49,14,None,3071,16.5,28,0,None,Creditworthy
10750,36 Months,10,MORTGAGE,39000,Small Business,KY,12.86,None,34168.12847,760,3,0,18,None,6486,8.7,37,0,None,Creditworthy
20000,36 Months,0.5,RENT,70000,Debt Consolidation,CA,10.54,None,32828.52222,680,0,41,4,None,19879,97.9,15,1000,None,Creditworthy
15000,36 Months,1,RENT,45000,Credit Card,MD,9.33,None,38458.15972,670,0,0,9,None,16375,66,17,72,None,Creditworthy
12000,36 Months,8,RENT,54050,Debt Consolidation,NV,23.51,None,35068.1375,705,2,0,14,None,22083,75.9,34,747,None,Creditworthy
10000,36 Months,10,RENT,56253,Debt Consolidation,CT,9.73,None,34348.14931,725,1,0,2,None,3010,73.4,6,98,None,Creditworthy
10000,36 Months,0.5,RENT,45000,Other,VA,22.91,None,37318.26875,690,3,31,11,None,3140,35.7,24,802,None,Creditworthy
15000,36 Months,3,RENT,41000,Other,TX,11.41,None,38968.34236,740,0,0,8,None,2246,16.9,9,0,None,Creditworthy
5000,36 Months,2,RENT,47000,Other,MA,12.77,None,36811.44583,745,0,0,6,None,7326,18.2,10,392,None,Creditworthy
8500,36 Months,7,RENT,55000,Debt Consolidation,FL,20.75,One,34409.35556,670,0,13,7,None,4377,71.8,22,1000,None,Creditworthy
6250,36 Months,2,RENT,29100,Debt Consolidation,WI,19.51,None,37680.25625,665,3,0,3,None,2556,47.3,6,818,None,Creditworthy
8000,36 Months,5,RENT,46000,Other,OH,6.16,None,36305.32361,735,1,0,5,None,7637,39.2,8,244,None,Uncreditworthy
15000,36 Months,3,RENT,122000,Small Business,MA,24.44,None,34349.33958,700,1,44,16,None,50000,73.1,44,0,None,Creditworthy
8000,36 Months,2,RENT,32000,Other,CA,11.29,None,38279.50486,720,0,0,5,None,1643,60.9,6,524,None,Creditworthy
20000,36 Months,10,MORTGAGE,130208,Other,CA,1.77,None,30000,760,0,0,3,None,3157,78.9,11,1000,None,Creditworthy
7800,36 Months,7,MORTGAGE,52000,Debt Consolidation,NJ,7.89,None,32219.04861,690,0,31,8,None,15985,45.2,11,255,None,Creditworthy
1200,36 Months,0.5,RENT,7500,Other,CA,21.44,None,39119.04931,700,1,0,4,None,6235,52,4,196,None,Creditworthy
6000,36 Months,4,RENT,52000,Debt Consolidation,NY,15.65,None,35729.07917,675,2,77,16,None,13800,93.2,28,1,None,Creditworthy
22000,36 Months,10,MORTGAGE,200000,Major Purchase,CA,5.34,None,30179.14653,745,4,29,10,None,47992,30.5,39,549,None,Creditworthy
14500,36 Months,5,RENT,37000,Debt Consolidation,IL,21.31,None,37564.24236,680,2,0,6,None,25945,97.9,13,1,None,Creditworthy
10000,36 Months,1,RENT,70000,Debt Consolidation,FL,6.24,None,36449.29167,725,2,0,11,None,12991,22.6,19,130,None,Creditworthy
16000,36 Months,10,MORTGAGE,115000,Debt Consolidation,TX,14.01,None,32460.29375,685,2,72,12,None,7915,38.4,31,300,None,Creditworthy
10000,36 Months,1,MORTGAGE,74000,Debt Consolidation,MA,15.42,None,34650.24444,795,2,0,16,None,13014,14.7,41,139,None,Creditworthy
1500,36 Months,0.5,RENT,27040,Other,MO,17.8,None,38400.45764,690,0,0,4,None,12614,85.2,6,361,None,Creditworthy
4750,36 Months,10,MORTGAGE,79200,Debt Consolidation,CA,20.42,None,33240.44583,710,0,0,21,One,50000,60.5,46,0,One,Creditworthy
7200,36 Months,6,RENT,48000,Debt Consolidation,CA,7.15,None,34830.49792,725,1,0,15,One,9379,35.7,23,62,One,Creditworthy
6900,36 Months,10,RENT,47480,Other,NH,16.81,None,36180.04236,725,3,32,10,None,150,3.1,24,505,None,Creditworthy
14000,36 Months,2,RENT,41400,Debt Consolidation,MA,20.06,None,37920.15486,690,1,0,8,None,13211,73.8,14,1000,None,Creditworthy
5050,36 Months,4,RENT,50000,Credit Card,NY,20.52,None,36180.16042,680,0,0,14,None,22485,70,33,517,None,Creditworthy
6250,36 Months,0.5,MORTGAGE,50000,Other,NJ,0.26,None,36450.23125,770,1,0,4,None,0,0,19,0,None,Creditworthy
25000,36 Months,1,MORTGAGE,159600,Credit Card,UT,15.2,None,34410.21042,760,2,0,12,None,50000,10.5,42,1000,None,Creditworthy
5500,36 Months,0.5,MORTGAGE,47000,Credit Card,MO,19.86,None,36120.23264,750,1,0,15,None,10254,23.5,27,1000,None,Creditworthy
15000,36 Months,6,RENT,87000,Wedding,FL,14.44,None,32730.27778,740,0,0,6,None,9432,54.8,14,295,None,Creditworthy
11200,36 Months,10,MORTGAGE,62000,Debt Consolidation,NY,22.49,None,34050.24931,735,0,0,10,None,16472,47.9,25,0,None,Creditworthy
24000,36 Months,0.5,RENT,72000,Debt Consolidation,MA,13.28,None,36630.29931,705,1,0,7,None,12533,71.6,21,1000,None,Creditworthy
3000,36 Months,2,MORTGAGE,54900,Home Improvement,PA,15.5,None,35760.28125,695,2,31,20,One,2754,40.5,34,0,One,Creditworthy
